Sigma24	lpxB	+	b0182	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	malQ	+	b3416	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	narV	+	b1465	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	narW	+	b1466	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	bamC	+	b2477	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	pdxA	+	b0052	[HIPP|W|Human inference of promoter position],[NTAS|W|Non-traceable author statement],[TASES|W|Traceable author statement to experimental support],[TIM|S|Transcription initiation mapping]
Sigma24	sixA	+	b2340	
Sigma24	lpxP	+	b2378	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yfeK	+	b2419	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yfeS	+	b2420	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yfeX	+	b2431	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yfeY	+	b2432	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yfgC	+	b2494	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yfgD	+	b2495	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	der	+	b2511	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	bamB	+	b2512	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rseC	+	b2570	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rseC	+	b2570	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rseB	+	b2571	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rseB	+	b2571	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	bamD	+	b2595	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rnlB	+	b2631	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yghF	+	b2970	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yqjA	+	b3095	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	mzrA	+	b3096	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yraP	+	b3150	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yrbA	+	b3190	[HIPP|W|Human inference of promoter position]
Sigma24	lptA	+	b3200	[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IMP|W|Inferred from mutant phenotype]
Sigma24	gspA	+	b3323	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	fkpA	+	b3347	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	insK	+	b3558	[HIPP|W|Human inference of promoter position]
Sigma24	rzpD	+	b0556	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yiiS	+	b3922	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	uspD	+	b3923	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	mdoG	+	b1048	
Sigma24	mdoH	+	b1049	
Sigma24	rpoE	+	b2573	
Sigma24	rseA	+	b2572	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rseA	+	b2572	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ygiM	+	b3055	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rseP	+	b0176	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yggN	+	b2958	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yhbJ	+	b3205	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	waaF	+	b3620	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yhjJ	+	b3527	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yiaK	+	b3575	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yiaL	+	b3576	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yiaM	+	b3577	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yiaN	+	b3578	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yiaO	+	b3579	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	lyxK	+	b3580	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	sgbH	+	b3581	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	sgbU	+	b3582	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	sgbE	+	b3583	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rutR	+	b1013	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	apaG	+	b0050	[NTAS|W|Non-traceable author statement],[TASES|W|Traceable author statement to experimental support]
Sigma24	apaH	+	b0049	[NTAS|W|Non-traceable author statement],[TASES|W|Traceable author statement to experimental support]
Sigma24	cca	+	b3056	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	clpX	+	b0438	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	dnaE	+	b0184	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	micA	+	b4442	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	cyaR	+	b4438	
Sigma24	rybB	+	b4417	[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[TIM|S|Transcription initiation mapping]
Sigma24	hokE	+	b4415	[AIPP|W|Automated inference of promoter position]
Sigma24	dinQ	+	b4613	[AIPP|W|Automated inference of promoter position]
Sigma24	bamA	+	b0177	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	hcr	+	b0872	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	hcp	+	b0873	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ydhI	+	b1643	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ydhJ	+	b1644	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	plsB	+	b4041	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	prfB	+	b2891	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	psd	+	b4160	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	recJ	+	b2892	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	recR	+	b0472	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rfaD	+	b3619	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rnhB	+	b0183	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rpoD	+	b3067	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rpoH	+	b3461	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rpoN	+	b3202	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	sbmA	+	b0377	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	smpA	+	b2617	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	surA	+	b0053	[HIPP|W|Human inference of promoter position],[NTAS|W|Non-traceable author statement],[TASES|W|Traceable author statement to experimental support],[TIM|S|Transcription initiation mapping]
Sigma24	tufA	+	b3339	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	dsbC	+	b2893	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ybaB	+	b0471	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	waaC	+	b3621	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	gspB	+	b3322	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	fabZ	+	b0180	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ahpF	+	b0606	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	rfaL	+	b3622	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	lhr	+	b1653	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	lptD	+	b0054	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	bacA	+	b3057	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	lptB	+	b3201	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IMP|W|Inferred from mutant phenotype],[TIM|S|Transcription initiation mapping]
Sigma24	hpf	+	b3203	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ptsN	+	b3204	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yicI	+	b3656	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yicJ	+	b3657	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yidQ	+	b3688	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yieE	+	b3712	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yieF	+	b3713	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	yaiW	+	b0378	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	essD	+	b0554	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma24	ybcS	+	b0555	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	flgL	+	b1083	[HIPP|W|Human inference of promoter position]
Sigma28	fliG	+	b1939	[HIPP|W|Human inference of promoter position]
Sigma28	fliH	+	b1940	[HIPP|W|Human inference of promoter position]
Sigma28	ykfI	+	b0245	[HIPP|W|Human inference of promoter position]
Sigma28	yafW	+	b0246	[HIPP|W|Human inference of promoter position]
Sigma28	ykfG	+	b0247	[HIPP|W|Human inference of promoter position]
Sigma28	yafX	+	b0248	[HIPP|W|Human inference of promoter position]
Sigma28	ykfF	+	b0249	[HIPP|W|Human inference of promoter position]
Sigma28	ykfB	+	b0250	[HIPP|W|Human inference of promoter position]
Sigma28	yjcZ	+	b4110	[HIPP|W|Human inference of promoter position]
Sigma28	ykfH	+	b4504	[HIPP|W|Human inference of promoter position]
Sigma28	ves	+	b1742	[TIM|S|Transcription initiation mapping]
Sigma28	ynjH	+	b1760	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	fliY	+	b1920	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliC	+	b1923	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting]
Sigma28	fliL	+	b1944	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliM	+	b1945	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliN	+	b1946	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	hemL	+	b0154	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma28	motA	+	b1890	[HIPP|W|Human inference of promoter position]
Sigma28	motB	+	b1889	[HIPP|W|Human inference of promoter position]
Sigma28	oppA	+	b1243	[AIPP|W|Automated inference of promoter position],[NTAS|W|Non-traceable author statement]
Sigma28	oppB	+	b1244	[AIPP|W|Automated inference of promoter position],[NTAS|W|Non-traceable author statement]
Sigma28	oppC	+	b1245	[AIPP|W|Automated inference of promoter position],[NTAS|W|Non-traceable author statement]
Sigma28	oppD	+	b1246	[AIPP|W|Automated inference of promoter position],[NTAS|W|Non-traceable author statement]
Sigma28	oppF	+	b1247	[AIPP|W|Automated inference of promoter position],[NTAS|W|Non-traceable author statement]
Sigma28	ygbK	+	b2737	[HIPP|W|Human inference of promoter position]
Sigma28	aer	+	b3072	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	yjcS	+	b4083	[HIPP|W|Human inference of promoter position]
Sigma28	flgK	+	b1082	[HIPP|W|Human inference of promoter position]
Sigma28	fliP	+	b1948	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliQ	+	b1949	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliR	+	b1950	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	modA	+	b0763	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	yecF	+	b1915	[HIPP|W|Human inference of promoter position]
Sigma28	ppdA	+	b2826	[HIPP|W|Human inference of promoter position]
Sigma28	yhiL	+	b3490	
Sigma28	yhjH	+	b3525	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	modB	+	b0764	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	cheA	+	b1888	[HIPP|W|Human inference of promoter position]
Sigma28	cheB	+	b1883	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	cheR	+	b1884	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	cheW	+	b1887	[HIPP|W|Human inference of promoter position]
Sigma28	cheY	+	b1882	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	cheZ	+	b1881	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	modC	+	b0765	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	flgM	+	b1071	[HIPP|W|Human inference of promoter position]
Sigma28	fliI	+	b1941	[HIPP|W|Human inference of promoter position]
Sigma28	fliJ	+	b1942	[HIPP|W|Human inference of promoter position]
Sigma28	fliK	+	b1943	[HIPP|W|Human inference of promoter position]
Sigma28	flgN	+	b1070	[HIPP|W|Human inference of promoter position]
Sigma28	ycgR	+	b1194	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	flxA	+	b1566	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma28	prs	+	b1207	[HIPP|W|Human inference of promoter position]
Sigma28	recC	+	b2822	[HIPP|W|Human inference of promoter position]
Sigma28	fliD	+	b1924	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting]
Sigma28	tap	+	b1885	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	tar	+	b1886	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	trg	+	b1421	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position]
Sigma28	tsr	+	b4355	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	ppdC	+	b2823	[HIPP|W|Human inference of promoter position]
Sigma28	ygdB	+	b2824	[HIPP|W|Human inference of promoter position]
Sigma28	ppdB	+	b2825	[HIPP|W|Human inference of promoter position]
Sigma28	yjdA	+	b4109	[HIPP|W|Human inference of promoter position]
Sigma28	fliO	+	b1947	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	lolB	+	b1209	[HIPP|W|Human inference of promoter position]
Sigma28	ispE	+	b1208	[HIPP|W|Human inference of promoter position]
Sigma28	fliE	+	b1937	[HIPP|W|Human inference of promoter position]
Sigma28	fliF	+	b1938	[HIPP|W|Human inference of promoter position]
Sigma28	fliA	+	b1922	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliZ	+	b1921	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma28	fliS	+	b1925	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting]
Sigma28	fliT	+	b1926	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting]
Sigma32	yafE	+	b0210	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	hslV	+	b3932	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	yafU	+	b0218	[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	mhpT	+	b0353	[AIPP|W|Automated inference of promoter position]
Sigma32	thiL	+	b0417	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	ppiD	+	b0441	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	ybbN	+	b0492	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	ybeX	+	b0658	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	ybeY	+	b0659	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	ybeZ	+	b0660	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	pyrF	+	b1281	
Sigma32	recJ	+	b2892	
Sigma32	rfaD	+	b3619	[TIM|S|Transcription initiation mapping]
Sigma32	rpmE	+	b3936	[HTTIM|S|High-throughput transcription initiation mapping],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	rpoD	+	b3067	[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	sdaA	+	b1814	[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	topA	+	b1274	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	trmA	+	b3965	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	tyrR	+	b1323	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	valS	+	b4258	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	dsbC	+	b2893	
Sigma32	xerD	+	b2894	
Sigma32	fkpB	+	b0028	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	ispH	+	b0029	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	hepA	+	b0059	
Sigma32	yciH	+	b1282	
Sigma32	raiA	+	b2597	[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	yiaA	+	b3562	[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	yibA	+	b3594	[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	waaC	+	b3621	[TIM|S|Transcription initiation mapping]
Sigma32	creA	+	b4397	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	creB	+	b4398	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	mutL	+	b4170	[HIPP|W|Human inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	ribE	+	b0415	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma32	ileV	+	b0202	
Sigma32	rrfA	+	b3855	
Sigma32	rrfB	+	b3971	
Sigma32	rrfC	+	b3759	
Sigma32	rrfD	+	b3274	
Sigma32	rrfE	+	b4010	
Sigma32	rrfG	+	b2588	
Sigma32	rrfH	+	b0205	
Sigma32	rrlA	+	b3854	
Sigma32	rrlB	+	b3970	
Sigma32	rrlC	+	b3758	
Sigma32	rrlD	+	b3275	
Sigma32	rrlE	+	b4009	
Sigma32	rrlG	+	b2589	
Sigma32	rrlH	+	b0204	
Sigma32	rrsA	+	b3851	
Sigma32	rrsB	+	b3968	
Sigma32	rrsC	+	b3756	
Sigma32	rrsD	+	b3278	
Sigma32	rrsE	+	b4007	
Sigma32	rrsG	+	b2591	
Sigma32	rrsH	+	b0201	
Sigma32	rrfF	+	b3272	
Sigma32	thrV	+	b3273	
Sigma32	ldhA	+	b1380	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	macB	+	b0879	[AIPP|W|Automated inference of promoter position]
Sigma32	hspQ	+	b0966	[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern]
Sigma32	yceJ	+	b1057	
Sigma32	bssS	+	b1060	[AIPP|W|Automated inference of promoter position],[IDA|W|Inferred from direct assay],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma32	ybfE	+	b0685	[AIPP|W|Automated inference of promoter position]
